season,away_team,home_team,plus_minus_diff,netrtg_diff,pie_diff,winner
1999,WASHINGTON WIZARDS,MIAMI HEAT,7.2,8.1,8.4,1
1999,PHOENIX SUNS,MILWAUKEE BUCKS,-0.6,-0.4,-1.7,0
1999,LOS ANGELES LAKERS,MINNESOTA TIMBERWOLVES,-2.6,-2.8,-3.4,0
1999,LOS ANGELES CLIPPERS,NEW YORK KNICKS,9.8,10.8,11.3,1
1999,SAN ANTONIO SPURS,SACRAMENTO KINGS,-8.5,-9.5,-8.8,0
1999,VANCOUVER GRIZZLIES,SEATTLE SUPERSONICS,7.6,8.4,6.3,1
1999,NEW JERSEY NETS,TORONTO RAPTORS,2.2,2.3,2.3,1
1999,MIAMI HEAT,ATLANTA HAWKS,-2.1,-2.7,-3.5,0
1999,LOS ANGELES CLIPPERS,BOSTON CELTICS,6.9,7.5,7.1,1
1999,PHOENIX SUNS,CHARLOTTE HORNETS,-2.4,-2.2,-1.8,1
1999,HOUSTON ROCKETS,DENVER NUGGETS,-8.9,-9.8,-8.1,0
1999,TORONTO RAPTORS,DETROIT PISTONS,5,5.9,2.6,0
1999,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,-10.6,-12,-11.6,0
1999,DALLAS MAVERICKS,NEW JERSEY NETS,-1.4,-1.5,-0.8,1
1999,CHICAGO BULLS,ORLANDO MAGIC,12.1,13,9.9,1
1999,INDIANA PACERS,PHILADELPHIA 76ERS,-1.6,-1.9,-0.8,1
1999,NEW JERSEY NETS,CHICAGO BULLS,-5.7,-6.2,-4.6,1
1999,LOS ANGELES LAKERS,CLEVELAND CAVALIERS,-4.7,-5.2,-3.4,1
1999,BOSTON CELTICS,MILWAUKEE BUCKS,3.6,3.9,3.9,1
1999,ORLANDO MAGIC,NEW YORK KNICKS,-1.6,-1.4,-0.4,0
1999,PORTLAND TRAIL BLAZERS,SACRAMENTO KINGS,-6.8,-7,-6.2,0
1999,MINNESOTA TIMBERWOLVES,VANCOUVER GRIZZLIES,-9.1,-9.8,-6.6,1
1999,UTAH JAZZ,WASHINGTON WIZARDS,-8.7,-9.7,-11.5,0
1999,PHOENIX SUNS,ATLANTA HAWKS,0.6,0.9,-0.4,1
1999,UTAH JAZZ,CHARLOTTE HORNETS,-6.6,-7.4,-8,1
1999,MINNESOTA TIMBERWOLVES,DENVER NUGGETS,-7,-7.8,-5.1,0
1999,DALLAS MAVERICKS,DETROIT PISTONS,5.8,6.7,4.1,1
1999,SEATTLE SUPERSONICS,GOLDEN STATE WARRIORS,-1.4,-2,-2.4,1
1999,CHICAGO BULLS,INDIANA PACERS,13.2,14.7,10.6,1
1999,LOS ANGELES LAKERS,PHILADELPHIA 76ERS,-0.9,-0.9,-0.9,1
1999,SAN ANTONIO SPURS,PORTLAND TRAIL BLAZERS,-1.7,-2.5,-2.6,1
1999,LOS ANGELES CLIPPERS,TORONTO RAPTORS,7.2,7.7,8.7,1
1999,MILWAUKEE BUCKS,ATLANTA HAWKS,1.2,1.3,1.3,0
1999,SACRAMENTO KINGS,DALLAS MAVERICKS,-2,-2.3,-2,1
1999,PHOENIX SUNS,HOUSTON ROCKETS,0,0.3,-0.6,1
1999,INDIANA PACERS,MIAMI HEAT,1.3,1.5,3.4,0
1999,BOSTON CELTICS,NEW YORK KNICKS,2.9,3.3,4.2,1
1999,SAN ANTONIO SPURS,VANCOUVER GRIZZLIES,-16.8,-18.4,-15.5,0
1999,CLEVELAND CAVALIERS,WASHINGTON WIZARDS,-0.5,-0.4,-1.7,1
1999,CHICAGO BULLS,BOSTON CELTICS,7.6,8.3,5.3,0
1999,NEW JERSEY NETS,CLEVELAND CAVALIERS,2.1,2.3,2.7,1
1999,SEATTLE SUPERSONICS,DENVER NUGGETS,-5.5,-6.4,-4.8,1
1999,UTAH JAZZ,DETROIT PISTONS,-3.1,-3.4,-7.6,1
1999,CHARLOTTE HORNETS,MILWAUKEE BUCKS,1.8,1.8,0.1,0
1999,LOS ANGELES CLIPPERS,MINNESOTA TIMBERWOLVES,9.2,10.1,9.1,0
1999,LOS ANGELES LAKERS,ORLANDO MAGIC,-0.4,-0.7,-0.8,0
1999,PHILADELPHIA 76ERS,PORTLAND TRAIL BLAZERS,4.3,4.2,3.8,1
1999,NEW YORK KNICKS,TORONTO RAPTORS,-2.6,-3.1,-2.6,1
1999,LOS ANGELES LAKERS,DALLAS MAVERICKS,-5.4,-6,-5.3,0
1999,SACRAMENTO KINGS,HOUSTON ROCKETS,2.7,2.9,2.9,1
1999,WASHINGTON WIZARDS,INDIANA PACERS,5.9,6.6,5,1
1999,DETROIT PISTONS,MILWAUKEE BUCKS,-1.7,-2.2,-0.3,1
1999,TORONTO RAPTORS,NEW JERSEY NETS,-2.2,-2.3,-2.3,1
1999,ATLANTA HAWKS,NEW YORK KNICKS,-1.9,-1.9,-1,0
1999,VANCOUVER GRIZZLIES,PHOENIX SUNS,11,11.5,10.2,1
1999,PHILADELPHIA 76ERS,SEATTLE SUPERSONICS,-3.2,-3.3,-2.8,1
1999,TORONTO RAPTORS,CHICAGO BULLS,-7.9,-8.5,-6.9,0
1999,BOSTON CELTICS,CLEVELAND CAVALIERS,0.2,0.2,2,1
1999,CHARLOTTE HORNETS,ORLANDO MAGIC,2.7,2.6,0.8,1
1999,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,8.9,9.5,9,1
1999,DENVER NUGGETS,SAN ANTONIO SPURS,14.7,16.4,14,1
1999,MIAMI HEAT,UTAH JAZZ,1.5,1.6,3.1,1
1999,INDIANA PACERS,ATLANTA HAWKS,-0.8,-1.2,-0.1,1
1999,MINNESOTA TIMBERWOLVES,BOSTON CELTICS,-2.3,-2.6,-2,0
1999,CHICAGO BULLS,CHARLOTTE HORNETS,9.4,10.4,9.1,1
1999,HOUSTON ROCKETS,DALLAS MAVERICKS,-4.7,-5.2,-4.9,0
1999,GOLDEN STATE WARRIORS,LOS ANGELES CLIPPERS,-6.3,-6.7,-6.4,0
1999,PHOENIX SUNS,LOS ANGELES LAKERS,0.7,1.1,-0.2,0
1999,MIAMI HEAT,MILWAUKEE BUCKS,-3.3,-4,-4.8,0
1999,DETROIT PISTONS,NEW JERSEY NETS,-7.2,-8.2,-4.9,0
1999,NEW YORK KNICKS,SACRAMENTO KINGS,-1.4,-1.6,-2.1,1
1999,WASHINGTON WIZARDS,SEATTLE SUPERSONICS,1.1,1.4,1.4,0
1999,PHILADELPHIA 76ERS,VANCOUVER GRIZZLIES,-10.8,-11.7,-9.1,0
1999,SAN ANTONIO SPURS,DENVER NUGGETS,-14.7,-16.4,-14,0
1999,TORONTO RAPTORS,HOUSTON ROCKETS,3.9,4.4,3.4,1
1999,CLEVELAND CAVALIERS,ORLANDO MAGIC,4.3,4.5,2.6,1
1999,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,4.1,4.4,2.7,1
1999,CHICAGO BULLS,ATLANTA HAWKS,12.4,13.5,10.5,1
1999,ORLANDO MAGIC,CHARLOTTE HORNETS,-2.7,-2.6,-0.8,1
1999,DENVER NUGGETS,DALLAS MAVERICKS,4.2,4.6,3.2,1
1999,MILWAUKEE BUCKS,DETROIT PISTONS,1.7,2.2,0.3,1
1999,WASHINGTON WIZARDS,GOLDEN STATE WARRIORS,-0.3,-0.6,-1,1
1999,SACRAMENTO KINGS,LOS ANGELES LAKERS,3.4,3.7,3.3,0
1999,MIAMI HEAT,MINNESOTA TIMBERWOLVES,-4.6,-5.3,-6.7,1
1999,INDIANA PACERS,NEW JERSEY NETS,-7.5,-8.5,-6,0
1999,BOSTON CELTICS,PHILADELPHIA 76ERS,4,4.5,4.5,0
1999,NEW YORK KNICKS,PHOENIX SUNS,1.3,1,1.4,0
1999,TORONTO RAPTORS,SAN ANTONIO SPURS,9.7,11,9.3,0
1999,LOS ANGELES CLIPPERS,SEATTLE SUPERSONICS,7.7,8.7,8.8,1
1999,UTAH JAZZ,VANCOUVER GRIZZLIES,-15.2,-16.7,-16.4,0
1999,PHILADELPHIA 76ERS,ATLANTA HAWKS,0.8,0.7,0.7,1
1999,WASHINGTON WIZARDS,DENVER NUGGETS,-4.4,-5,-3.4,0
1999,HOUSTON ROCKETS,GOLDEN STATE WARRIORS,-4.8,-5.4,-5.7,0
1999,UTAH JAZZ,LOS ANGELES CLIPPERS,-15.3,-17,-18.9,1
1999,CLEVELAND CAVALIERS,NEW JERSEY NETS,-2.1,-2.3,-2.7,0
1999,DALLAS MAVERICKS,SAN ANTONIO SPURS,10.5,11.8,10.8,1
1999,INDIANA PACERS,BOSTON CELTICS,-5.6,-6.4,-5.3,0
1999,CLEVELAND CAVALIERS,CHARLOTTE HORNETS,1.6,1.9,1.8,1
1999,SEATTLE SUPERSONICS,DETROIT PISTONS,4.5,4.9,2.5,1
1999,NEW YORK KNICKS,LOS ANGELES LAKERS,2,2.1,1.2,1
1999,MILWAUKEE BUCKS,MINNESOTA TIMBERWOLVES,-1.3,-1.3,-1.9,0
1999,MIAMI HEAT,ORLANDO MAGIC,-2.4,-3.2,-4.1,1
1999,PORTLAND TRAIL BLAZERS,PHOENIX SUNS,-4.1,-4.4,-2.7,0
1999,HOUSTON ROCKETS,SACRAMENTO KINGS,-2.7,-2.9,-2.9,0
1999,CHICAGO BULLS,TORONTO RAPTORS,7.9,8.5,6.9,1
1999,SEATTLE SUPERSONICS,DALLAS MAVERICKS,-1.3,-1.8,-1.6,0
1999,LOS ANGELES CLIPPERS,DENVER NUGGETS,2.2,2.3,4,1
1999,ATLANTA HAWKS,INDIANA PACERS,0.8,1.2,0.1,0
1999,VANCOUVER GRIZZLIES,LOS ANGELES LAKERS,11.7,12.6,10,1
1999,DETROIT PISTONS,ATLANTA HAWKS,-0.5,-0.9,1,0
1999,BOSTON CELTICS,CHARLOTTE HORNETS,1.8,2.1,3.8,0
1999,PHILADELPHIA 76ERS,CHICAGO BULLS,-11.6,-12.8,-9.8,1
1999,TORONTO RAPTORS,CLEVELAND CAVALIERS,-0.1,0,0.4,0
1999,PORTLAND TRAIL BLAZERS,GOLDEN STATE WARRIORS,-8.9,-9.5,-9,1
1999,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,-11.1,-12.1,-12.1,0
1999,WASHINGTON WIZARDS,MILWAUKEE BUCKS,3.9,4.1,3.6,1
1999,DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,2.8,3.2,1.9,1
1999,INDIANA PACERS,NEW YORK KNICKS,-2.7,-3.1,-1.1,1
1999,NEW JERSEY NETS,ORLANDO MAGIC,6.4,6.8,5.3,1
1999,UTAH JAZZ,SACRAMENTO KINGS,-6.9,-7.8,-9.7,1
1999,SEATTLE SUPERSONICS,SAN ANTONIO SPURS,9.2,10,9.2,1
1999,DENVER NUGGETS,VANCOUVER GRIZZLIES,-2.1,-2,-1.5,1
1999,DETROIT PISTONS,BOSTON CELTICS,-5.3,-6.1,-4.2,0
1999,MILWAUKEE BUCKS,CHARLOTTE HORNETS,-1.8,-1.8,-0.1,0
1999,GOLDEN STATE WARRIORS,PHOENIX SUNS,4.8,5.1,6.3,1
1999,SACRAMENTO KINGS,PORTLAND TRAIL BLAZERS,6.8,7,6.2,1
1999,ORLANDO MAGIC,WASHINGTON WIZARDS,-4.8,-4.9,-4.3,1
1999,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,6.4,6.9,7.2,1
1999,SEATTLE SUPERSONICS,DENVER NUGGETS,-5.5,-6.4,-4.8,1
1999,CHICAGO BULLS,DETROIT PISTONS,12.9,14.4,9.5,1
1999,PHILADELPHIA 76ERS,MIAMI HEAT,2.9,3.4,4.2,0
1999,ATLANTA HAWKS,NEW JERSEY NETS,-6.7,-7.3,-5.9,1
1999,CLEVELAND CAVALIERS,NEW YORK KNICKS,2.7,3.1,2.2,1
1999,VANCOUVER GRIZZLIES,SAN ANTONIO SPURS,16.8,18.4,15.5,1
1999,INDIANA PACERS,TORONTO RAPTORS,-5.3,-6.2,-3.7,1
1999,HOUSTON ROCKETS,UTAH JAZZ,4.2,4.9,6.8,1
1999,VANCOUVER GRIZZLIES,ATLANTA HAWKS,11.6,12.4,9.8,1
1999,MILWAUKEE BUCKS,BOSTON CELTICS,-3.6,-3.9,-3.9,0
1999,INDIANA PACERS,CHARLOTTE HORNETS,-3.8,-4.3,-1.5,0
1999,ORLANDO MAGIC,CHICAGO BULLS,-12.1,-13,-9.9,0
1999,UTAH JAZZ,GOLDEN STATE WARRIORS,-9,-10.3,-12.5,0
1999,DENVER NUGGETS,MINNESOTA TIMBERWOLVES,7,7.8,5.1,1
1999,CLEVELAND CAVALIERS,PHILADELPHIA 76ERS,3.8,4.3,2.5,0
1999,LOS ANGELES LAKERS,PHOENIX SUNS,-0.7,-1.1,0.2,0
1999,SEATTLE SUPERSONICS,PORTLAND TRAIL BLAZERS,7.5,7.5,6.6,1
1999,ORLANDO MAGIC,DETROIT PISTONS,0.8,1.4,-0.4,0
1999,GOLDEN STATE WARRIORS,LOS ANGELES LAKERS,5.5,6.2,6.1,0
1999,SACRAMENTO KINGS,MINNESOTA TIMBERWOLVES,0.8,0.9,-0.1,1
1999,MIAMI HEAT,NEW JERSEY NETS,-8.8,-10,-9.4,1
1999,PHOENIX SUNS,PORTLAND TRAIL BLAZERS,4.1,4.4,2.7,1
1999,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,16.9,18.7,18,1
1999,WASHINGTON WIZARDS,TORONTO RAPTORS,0.6,0.4,1.3,1
1999,CHARLOTTE HORNETS,ATLANTA HAWKS,3,3.1,1.4,1
1999,NEW JERSEY NETS,BOSTON CELTICS,1.9,2.1,0.7,0
1999,VANCOUVER GRIZZLIES,CHICAGO BULLS,-0.8,-1.1,-0.7,1
1999,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,-3.4,-3.7,-1.9,1
1999,LOS ANGELES CLIPPERS,DENVER NUGGETS,2.2,2.3,4,1
1999,NEW YORK KNICKS,INDIANA PACERS,2.7,3.1,1.1,1
1999,HOUSTON ROCKETS,SEATTLE SUPERSONICS,-3.4,-3.4,-3.3,1
1999,PHILADELPHIA 76ERS,TORONTO RAPTORS,-3.7,-4.3,-2.9,1
1999,MIAMI HEAT,WASHINGTON WIZARDS,-7.2,-8.1,-8.4,0
1999,ATLANTA HAWKS,CHARLOTTE HORNETS,-3,-3.1,-1.4,0
1999,INDIANA PACERS,DETROIT PISTONS,-0.3,-0.3,-1.1,0
1999,DENVER NUGGETS,LOS ANGELES LAKERS,9.6,10.6,8.5,1
1999,DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,2.8,3.2,1.9,1
1999,BOSTON CELTICS,ORLANDO MAGIC,4.5,4.7,4.6,1
1999,GOLDEN STATE WARRIORS,SAN ANTONIO SPURS,10.6,12,11.6,1
1999,CHICAGO BULLS,CLEVELAND CAVALIERS,7.8,8.5,7.3,1
1999,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,4.8,5.4,5.7,1
1999,PHOENIX SUNS,LOS ANGELES CLIPPERS,-11.1,-11.8,-12.7,0
1999,UTAH JAZZ,LOS ANGELES LAKERS,-3.5,-4.1,-6.4,0
1999,ORLANDO MAGIC,NEW YORK KNICKS,-1.6,-1.4,-0.4,0
1999,MILWAUKEE BUCKS,PHILADELPHIA 76ERS,0.4,0.6,0.6,1
1999,VANCOUVER GRIZZLIES,PORTLAND TRAIL BLAZERS,15.1,15.9,12.9,1
1999,SACRAMENTO KINGS,SEATTLE SUPERSONICS,-0.7,-0.5,-0.4,0
1999,MIAMI HEAT,TORONTO RAPTORS,-6.6,-7.7,-7.1,0
1999,NEW JERSEY NETS,WASHINGTON WIZARDS,1.6,1.9,1,0
1999,WASHINGTON WIZARDS,BOSTON CELTICS,0.3,0.2,-0.3,1
1999,NEW YORK KNICKS,CHARLOTTE HORNETS,-1.1,-1.2,-0.4,1
1999,INDIANA PACERS,CHICAGO BULLS,-13.2,-14.7,-10.6,0
1999,ATLANTA HAWKS,DETROIT PISTONS,0.5,0.9,-1,1
1999,DALLAS MAVERICKS,MIAMI HEAT,7.4,8.5,8.6,1
1999,CLEVELAND CAVALIERS,MILWAUKEE BUCKS,3.4,3.7,1.9,1
1999,PHILADELPHIA 76ERS,NEW JERSEY NETS,-5.9,-6.6,-5.2,0
1999,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,1.9,1.7,3.6,1
1999,LOS ANGELES LAKERS,SACRAMENTO KINGS,-3.4,-3.7,-3.3,0
1999,DENVER NUGGETS,VANCOUVER GRIZZLIES,-2.1,-2,-1.5,0
1999,ORLANDO MAGIC,CLEVELAND CAVALIERS,-4.3,-4.5,-2.6,0
1999,SAN ANTONIO SPURS,HOUSTON ROCKETS,-5.8,-6.6,-5.9,0
1999,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,-9.2,-10.1,-9.1,1
1999,PORTLAND TRAIL BLAZERS,SEATTLE SUPERSONICS,-7.5,-7.5,-6.6,1
1999,BOSTON CELTICS,TORONTO RAPTORS,0.3,0.2,1.6,0
1999,GOLDEN STATE WARRIORS,UTAH JAZZ,9,10.3,12.5,1
1999,NEW YORK KNICKS,ATLANTA HAWKS,1.9,1.9,1,0
1999,PHILADELPHIA 76ERS,BOSTON CELTICS,-4,-4.5,-4.5,0
1999,WASHINGTON WIZARDS,CHARLOTTE HORNETS,2.1,2.3,3.5,1
1999,DETROIT PISTONS,INDIANA PACERS,0.3,0.3,1.1,0
1999,MINNESOTA TIMBERWOLVES,LOS ANGELES LAKERS,2.6,2.8,3.4,1
1999,TORONTO RAPTORS,NEW JERSEY NETS,-2.2,-2.3,-2.3,1
1999,MILWAUKEE BUCKS,ORLANDO MAGIC,0.9,0.8,0.7,1
1999,PHOENIX SUNS,UTAH JAZZ,4.2,5.2,6.2,1
1999,SEATTLE SUPERSONICS,VANCOUVER GRIZZLIES,-7.6,-8.4,-6.3,1
1999,MIAMI HEAT,CHICAGO BULLS,-14.5,-16.2,-14,0
1999,ATLANTA HAWKS,CLEVELAND CAVALIERS,-4.6,-5,-3.2,1
1999,GOLDEN STATE WARRIORS,DALLAS MAVERICKS,0.1,0.2,0.8,0
1999,CHARLOTTE HORNETS,INDIANA PACERS,3.8,4.3,1.5,0
1999,PORTLAND TRAIL BLAZERS,LOS ANGELES CLIPPERS,-15.2,-16.2,-15.4,0
1999,SAN ANTONIO SPURS,PHOENIX SUNS,-5.8,-6.9,-5.3,1
1999,DENVER NUGGETS,SACRAMENTO KINGS,6.2,6.9,5.2,1
1999,CHICAGO BULLS,BOSTON CELTICS,7.6,8.3,5.3,1
1999,SEATTLE SUPERSONICS,LOS ANGELES LAKERS,4.1,4.2,3.7,0
1999,MILWAUKEE BUCKS,MIAMI HEAT,3.3,4,4.8,1
1999,DETROIT PISTONS,MINNESOTA TIMBERWOLVES,-3,-3.5,-2.2,1
1999,NEW YORK KNICKS,NEW JERSEY NETS,-4.8,-5.4,-4.9,0
1999,LOS ANGELES CLIPPERS,PORTLAND TRAIL BLAZERS,15.2,16.2,15.4,0
1999,HOUSTON ROCKETS,UTAH JAZZ,4.2,4.9,6.8,1
1999,SACRAMENTO KINGS,VANCOUVER GRIZZLIES,-8.3,-8.9,-6.7,0
1999,PHILADELPHIA 76ERS,WASHINGTON WIZARDS,-4.3,-4.7,-4.2,1
1999,CLEVELAND CAVALIERS,BOSTON CELTICS,-0.2,-0.2,-2,1
1999,GOLDEN STATE WARRIORS,DENVER NUGGETS,-4.1,-4.4,-2.4,0
1999,CHARLOTTE HORNETS,DETROIT PISTONS,3.5,4,0.4,0
1999,HOUSTON ROCKETS,MINNESOTA TIMBERWOLVES,-1.9,-2,-3,0
1999,PHOENIX SUNS,SAN ANTONIO SPURS,5.8,6.9,5.3,1
1999,INDIANA PACERS,TORONTO RAPTORS,-5.3,-6.2,-3.7,0
1999,VANCOUVER GRIZZLIES,UTAH JAZZ,15.2,16.7,16.4,1
1999,WASHINGTON WIZARDS,CLEVELAND CAVALIERS,0.5,0.4,1.7,1
1999,SAN ANTONIO SPURS,DALLAS MAVERICKS,-10.5,-11.8,-10.8,1
1999,NEW JERSEY NETS,LOS ANGELES CLIPPERS,-5,-5.4,-6.4,1
1999,CHICAGO BULLS,MIAMI HEAT,14.5,16.2,14,1
1999,ATLANTA HAWKS,MILWAUKEE BUCKS,-1.2,-1.3,-1.3,1
1999,PHILADELPHIA 76ERS,NEW YORK KNICKS,-1.1,-1.2,-0.3,1
1999,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,3.4,3.3,2.9,1
1999,UTAH JAZZ,SACRAMENTO KINGS,-6.9,-7.8,-9.7,0
1999,ATLANTA HAWKS,BOSTON CELTICS,-4.8,-5.2,-5.2,0
1999,DETROIT PISTONS,CHARLOTTE HORNETS,-3.5,-4,-0.4,1
1999,CLEVELAND CAVALIERS,CHICAGO BULLS,-7.8,-8.5,-7.3,0
1999,NEW JERSEY NETS,DENVER NUGGETS,-2.8,-3.1,-2.4,1
1999,VANCOUVER GRIZZLIES,HOUSTON ROCKETS,11,11.8,9.6,1
1999,ORLANDO MAGIC,INDIANA PACERS,1.1,1.7,0.7,1
1999,MIAMI HEAT,MILWAUKEE BUCKS,-3.3,-4,-4.8,1
1999,TORONTO RAPTORS,PHILADELPHIA 76ERS,3.7,4.3,2.9,1
1999,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,7.7,8.6,8.9,1
1999,PHOENIX SUNS,SEATTLE SUPERSONICS,-3.4,-3.1,-3.9,0
1999,NEW YORK KNICKS,WASHINGTON WIZARDS,-3.2,-3.5,-3.9,1
1999,MINNESOTA TIMBERWOLVES,DALLAS MAVERICKS,-2.8,-3.2,-1.9,1
1999,DENVER NUGGETS,GOLDEN STATE WARRIORS,4.1,4.4,2.4,1
1999,PORTLAND TRAIL BLAZERS,HOUSTON ROCKETS,-4.1,-4.1,-3.3,1
1999,UTAH JAZZ,LOS ANGELES CLIPPERS,-15.3,-17,-18.9,0
1999,SEATTLE SUPERSONICS,SACRAMENTO KINGS,0.7,0.5,0.4,0
1999,ORLANDO MAGIC,ATLANTA HAWKS,0.3,0.5,0.6,1
1999,MIAMI HEAT,BOSTON CELTICS,-6.9,-7.9,-8.7,1
1999,NEW YORK KNICKS,DETROIT PISTONS,2.4,2.8,0,1
1999,LOS ANGELES CLIPPERS,GOLDEN STATE WARRIORS,6.3,6.7,6.4,0
1999,CHARLOTTE HORNETS,MILWAUKEE BUCKS,1.8,1.8,0.1,0
1999,VANCOUVER GRIZZLIES,MINNESOTA TIMBERWOLVES,9.1,9.8,6.6,1
1999,INDIANA PACERS,PHILADELPHIA 76ERS,-1.6,-1.9,-0.8,1
1999,DALLAS MAVERICKS,PHOENIX SUNS,4.7,4.9,5.5,1
1999,PORTLAND TRAIL BLAZERS,SAN ANTONIO SPURS,1.7,2.5,2.6,1
1999,NEW JERSEY NETS,SEATTLE SUPERSONICS,2.7,3.3,2.4,0
1999,CLEVELAND CAVALIERS,TORONTO RAPTORS,0.1,0,-0.4,0
1999,CHICAGO BULLS,WASHINGTON WIZARDS,7.3,8.1,5.6,1
1999,CHARLOTTE HORNETS,CLEVELAND CAVALIERS,-1.6,-1.9,-1.8,0
1999,PORTLAND TRAIL BLAZERS,DALLAS MAVERICKS,-8.8,-9.3,-8.2,0
1999,TORONTO RAPTORS,NEW YORK KNICKS,2.6,3.1,2.6,0
1999,DENVER NUGGETS,SACRAMENTO KINGS,6.2,6.9,5.2,1
1999,LOS ANGELES LAKERS,UTAH JAZZ,3.5,4.1,6.4,1
1999,MILWAUKEE BUCKS,CHICAGO BULLS,-11.2,-12.2,-9.2,1
1999,DENVER NUGGETS,LOS ANGELES CLIPPERS,-2.2,-2.3,-4,0
1999,INDIANA PACERS,MIAMI HEAT,1.3,1.5,3.4,1
1999,UTAH JAZZ,MINNESOTA TIMBERWOLVES,-6.1,-6.9,-9.8,0
1999,PHILADELPHIA 76ERS,NEW JERSEY NETS,-5.9,-6.6,-5.2,1
1999,DETROIT PISTONS,ORLANDO MAGIC,-0.8,-1.4,0.4,1
1999,SEATTLE SUPERSONICS,PHOENIX SUNS,3.4,3.1,3.9,1
1999,HOUSTON ROCKETS,SAN ANTONIO SPURS,5.8,6.6,5.9,1
1999,GOLDEN STATE WARRIORS,VANCOUVER GRIZZLIES,-6.2,-6.4,-3.9,0
1999,BOSTON CELTICS,WASHINGTON WIZARDS,-0.3,-0.2,0.3,0
1999,INDIANA PACERS,BOSTON CELTICS,-5.6,-6.4,-5.3,0
1999,MIAMI HEAT,CLEVELAND CAVALIERS,-6.7,-7.7,-6.7,0
1999,SEATTLE SUPERSONICS,HOUSTON ROCKETS,3.4,3.4,3.3,1
1999,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,-8.4,-9.2,-9.2,0
1999,VANCOUVER GRIZZLIES,LOS ANGELES LAKERS,11.7,12.6,10,1
1999,CHARLOTTE HORNETS,NEW JERSEY NETS,-3.7,-4.2,-4.5,0
1999,NEW YORK KNICKS,PHILADELPHIA 76ERS,1.1,1.2,0.3,1
1999,ORLANDO MAGIC,TORONTO RAPTORS,-4.2,-4.5,-3,1
1999,WASHINGTON WIZARDS,CHICAGO BULLS,-7.3,-8.1,-5.6,1
1999,PHOENIX SUNS,DALLAS MAVERICKS,-4.7,-4.9,-5.5,1
1999,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,-5.5,-6.2,-6.1,0
1999,ORLANDO MAGIC,MILWAUKEE BUCKS,-0.9,-0.8,-0.7,1
1999,ATLANTA HAWKS,TORONTO RAPTORS,-4.5,-5,-3.6,0
1999,SAN ANTONIO SPURS,UTAH JAZZ,-1.6,-1.7,0.9,0
1999,PHILADELPHIA 76ERS,BOSTON CELTICS,-4,-4.5,-4.5,0
1999,DETROIT PISTONS,CHARLOTTE HORNETS,-3.5,-4,-0.4,1
1999,DALLAS MAVERICKS,HOUSTON ROCKETS,4.7,5.2,4.9,0
1999,MILWAUKEE BUCKS,INDIANA PACERS,2,2.5,1.4,1
1999,CLEVELAND CAVALIERS,MIAMI HEAT,6.7,7.7,6.7,1
1999,CHICAGO BULLS,NEW JERSEY NETS,5.7,6.2,4.6,1
1999,UTAH JAZZ,PHOENIX SUNS,-4.2,-5.2,-6.2,1
1999,LOS ANGELES LAKERS,PORTLAND TRAIL BLAZERS,3.4,3.3,2.9,1
1999,GOLDEN STATE WARRIORS,SACRAMENTO KINGS,2.1,2.5,2.8,1
1999,MINNESOTA TIMBERWOLVES,SEATTLE SUPERSONICS,-1.5,-1.4,-0.3,1
1999,LOS ANGELES CLIPPERS,VANCOUVER GRIZZLIES,0.1,0.3,2.5,1
1999,TORONTO RAPTORS,WASHINGTON WIZARDS,-0.6,-0.4,-1.3,0
1999,BOSTON CELTICS,ATLANTA HAWKS,4.8,5.2,5.2,1
1999,PHILADELPHIA 76ERS,DETROIT PISTONS,1.3,1.6,-0.3,0
1999,MIAMI HEAT,ORLANDO MAGIC,-2.4,-3.2,-4.1,0
1999,DALLAS MAVERICKS,SAN ANTONIO SPURS,10.5,11.8,10.8,1
1999,BOSTON CELTICS,CHICAGO BULLS,-7.6,-8.3,-5.3,0
1999,GOLDEN STATE WARRIORS,DENVER NUGGETS,-4.1,-4.4,-2.4,1
1999,HOUSTON ROCKETS,LOS ANGELES CLIPPERS,-11.1,-12.1,-12.1,1
1999,CLEVELAND CAVALIERS,MILWAUKEE BUCKS,3.4,3.7,1.9,1
1999,CHARLOTTE HORNETS,NEW YORK KNICKS,1.1,1.2,0.4,1
1999,TORONTO RAPTORS,ORLANDO MAGIC,4.2,4.5,3,0
1999,MINNESOTA TIMBERWOLVES,SACRAMENTO KINGS,-0.8,-0.9,0.1,1
1999,PORTLAND TRAIL BLAZERS,UTAH JAZZ,0.1,0.8,3.5,1
