season,away_team,home_team,plus_minus_diff,netrtg_diff,pie_diff,winner
2008,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,-2.6,-3.4,-3.7,1
2008,LOS ANGELES CLIPPERS,CHARLOTTE BOBCATS,2.9,3,0.8,1
2008,CHICAGO BULLS,INDIANA PACERS,1.7,1.9,0.5,1
2008,MINNESOTA TIMBERWOLVES,PHILADELPHIA 76ERS,7.2,7.8,6.5,1
2008,DALLAS MAVERICKS,TORONTO RAPTORS,-1.6,-1.5,-1.7,1
2008,SACRAMENTO KINGS,BOSTON CELTICS,12.6,13.2,9.8,1
2008,SEATTLE SUPERSONICS,NEW YORK KNICKS,2.2,1.8,-1,0
2008,DETROIT PISTONS,HOUSTON ROCKETS,-2.7,-3.5,-1.7,1
2008,ORLANDO MAGIC,MILWAUKEE BUCKS,-12.4,-12.8,-7.7,1
2008,NEW ORLEANS HORNETS,DENVER NUGGETS,-1.6,-2.2,0.3,1
2008,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,-3.2,-2.7,-0.1,1
2008,UTAH JAZZ,PHOENIX SUNS,-1.9,-2.2,0,1
2008,WASHINGTON WIZARDS,MIAMI HEAT,-8.3,-9.1,-4.3,0
2008,SAN ANTONIO SPURS,LOS ANGELES LAKERS,2.5,2,1.8,1
2008,TORONTO RAPTORS,INDIANA PACERS,-4.3,-4.5,-3.4,0
2008,SACRAMENTO KINGS,PHILADELPHIA 76ERS,2.7,2.9,1.7,0
2008,MILWAUKEE BUCKS,BOSTON CELTICS,17.2,18,12.9,1
2008,ORLANDO MAGIC,CHARLOTTE BOBCATS,-9.9,-10.1,-6,0
2008,ATLANTA HAWKS,DETROIT PISTONS,9.2,10.1,5.4,1
2008,LOS ANGELES CLIPPERS,MEMPHIS GRIZZLIES,1.1,1.2,-1,0
2008,SEATTLE SUPERSONICS,MINNESOTA TIMBERWOLVES,2,1.3,-1.5,0
2008,CLEVELAND CAVALIERS,NEW JERSEY NETS,-4.7,-4.8,-1.5,1
2008,NEW YORK KNICKS,CHICAGO BULLS,3.5,3.7,4,1
2008,NEW ORLEANS HORNETS,DALLAS MAVERICKS,-0.8,-0.8,1,1
2008,UTAH JAZZ,PORTLAND TRAIL BLAZERS,-7.9,-8,-6.1,1
2008,LOS ANGELES LAKERS,GOLDEN STATE WARRIORS,-5.1,-5.4,-5.5,1
2008,CHARLOTTE BOBCATS,ATLANTA HAWKS,2.6,2.7,2.9,1
2008,MEMPHIS GRIZZLIES,ORLANDO MAGIC,11.7,11.9,7.8,0
2008,SACRAMENTO KINGS,WASHINGTON WIZARDS,2,2.1,0.5,1
2008,PHILADELPHIA 76ERS,CLEVELAND CAVALIERS,-0.8,-1.1,-1,0
2008,INDIANA PACERS,MIAMI HEAT,-7.2,-8.2,-4,0
2008,NEW JERSEY NETS,NEW YORK KNICKS,-1.5,-1.4,-3.5,1
2008,PHOENIX SUNS,NEW ORLEANS HORNETS,0.3,0.6,-3,1
2008,DALLAS MAVERICKS,HOUSTON ROCKETS,0.2,0,-0.1,0
2008,MINNESOTA TIMBERWOLVES,MILWAUKEE BUCKS,-0.1,0.1,1.7,1
2008,DENVER NUGGETS,SAN ANTONIO SPURS,1.1,1.9,0.4,1
2008,SEATTLE SUPERSONICS,UTAH JAZZ,15.7,15.8,10.6,1
2008,GOLDEN STATE WARRIORS,DETROIT PISTONS,5.2,6.4,5.6,1
2008,BOSTON CELTICS,TORONTO RAPTORS,-7.4,-7.5,-6.2,0
2008,PORTLAND TRAIL BLAZERS,DENVER NUGGETS,4.7,4.2,3.4,0
2008,LOS ANGELES CLIPPERS,LOS ANGELES LAKERS,14.6,14.8,9,1
2008,UTAH JAZZ,ATLANTA HAWKS,-8.7,-9,-5.8,1
2008,MILWAUKEE BUCKS,CLEVELAND CAVALIERS,6.5,6.6,3.8,1
2008,MINNESOTA TIMBERWOLVES,MIAMI HEAT,-1.8,-2.1,1,1
2008,INDIANA PACERS,NEW YORK KNICKS,-5.2,-5.6,-4.5,0
2008,GOLDEN STATE WARRIORS,MEMPHIS GRIZZLIES,-8.4,-8.2,-4.5,0
2008,ORLANDO MAGIC,DALLAS MAVERICKS,-1,-0.8,0.7,1
2008,PHOENIX SUNS,SAN ANTONIO SPURS,-0.2,0.3,-2.3,0
2008,NEW ORLEANS HORNETS,PORTLAND TRAIL BLAZERS,-6.3,-6.4,-3.1,1
2008,SACRAMENTO KINGS,NEW JERSEY NETS,-2.8,-3,-0.8,0
2008,LOS ANGELES LAKERS,CHICAGO BULLS,-10.4,-10.4,-7.1,0
2008,TORONTO RAPTORS,LOS ANGELES CLIPPERS,-10.2,-10.8,-5.8,0
2008,MIAMI HEAT,ATLANTA HAWKS,6.8,7.6,5.3,1
2008,DETROIT PISTONS,BOSTON CELTICS,2.9,2.5,2.9,0
2008,UTAH JAZZ,CHARLOTTE BOBCATS,-11.3,-11.7,-8.7,1
2008,PHILADELPHIA 76ERS,INDIANA PACERS,-1.8,-1.7,-1.5,1
2008,CHICAGO BULLS,WASHINGTON WIZARDS,2.8,2.8,0.8,0
2008,CLEVELAND CAVALIERS,NEW YORK KNICKS,-6.2,-6.2,-5,1
2008,SAN ANTONIO SPURS,MEMPHIS GRIZZLIES,-11,-11.6,-8.2,1
2008,SACRAMENTO KINGS,MILWAUKEE BUCKS,-4.6,-4.8,-3.1,0
2008,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,-9,-9.2,-6.1,0
2008,ORLANDO MAGIC,HOUSTON ROCKETS,-0.8,-0.8,0.6,0
2008,PHOENIX SUNS,DALLAS MAVERICKS,-0.5,-0.2,-2,1
2008,TORONTO RAPTORS,PORTLAND TRAIL BLAZERS,-3.9,-4.1,-2.4,1
2008,NEW ORLEANS HORNETS,SEATTLE SUPERSONICS,-14.1,-14.2,-7.6,0
2008,NEW JERSEY NETS,MIAMI HEAT,-3.5,-4,-3,0
2008,LOS ANGELES LAKERS,CLEVELAND CAVALIERS,-7.7,-7.9,-6.1,1
2008,HOUSTON ROCKETS,DENVER NUGGETS,-1,-1.4,-0.6,1
2008,CHICAGO BULLS,BOSTON CELTICS,13.4,13.9,10.1,1
2008,NEW YORK KNICKS,CHARLOTTE BOBCATS,2.2,2.3,2.9,1
2008,UTAH JAZZ,ORLANDO MAGIC,-1.4,-1.6,-2.7,0
2008,LOS ANGELES LAKERS,PHILADELPHIA 76ERS,-6.9,-6.8,-5.1,0
2008,ATLANTA HAWKS,WASHINGTON WIZARDS,1.5,1.5,-1,0
2008,MEMPHIS GRIZZLIES,DETROIT PISTONS,13.6,14.6,10.1,1
2008,INDIANA PACERS,MINNESOTA TIMBERWOLVES,-5.4,-6.1,-5,1
2008,LOS ANGELES CLIPPERS,DALLAS MAVERICKS,11.8,12.3,7.5,1
2008,DENVER NUGGETS,PORTLAND TRAIL BLAZERS,-4.7,-4.2,-3.4,1
2008,TORONTO RAPTORS,SEATTLE SUPERSONICS,-11.7,-11.9,-6.9,1
2008,WASHINGTON WIZARDS,INDIANA PACERS,-1.1,-0.9,-0.3,1
2008,UTAH JAZZ,MIAMI HEAT,-15.5,-16.6,-11.1,1
2008,GOLDEN STATE WARRIORS,NEW JERSEY NETS,-7.3,-7.3,-2.1,1
2008,PHILADELPHIA 76ERS,MEMPHIS GRIZZLIES,-6.6,-6.8,-4.9,0
2008,MINNESOTA TIMBERWOLVES,NEW ORLEANS HORNETS,12.1,12.9,9.1,1
2008,HOUSTON ROCKETS,CHICAGO BULLS,-7.8,-7.9,-5.5,0
2008,CHARLOTTE BOBCATS,MILWAUKEE BUCKS,-2.5,-2.7,-1.7,1
2008,LOS ANGELES CLIPPERS,SAN ANTONIO SPURS,12.1,12.8,7.2,1
2008,TORONTO RAPTORS,PHOENIX SUNS,2.1,1.7,3.7,1
2008,LOS ANGELES LAKERS,NEW YORK KNICKS,-13.9,-14.1,-11.1,0
2008,GOLDEN STATE WARRIORS,CLEVELAND CAVALIERS,-2.6,-2.5,-0.6,0
2008,HOUSTON ROCKETS,DETROIT PISTONS,2.7,3.5,1.7,1
2008,ORLANDO MAGIC,BOSTON CELTICS,4.8,5.2,5.2,1
2008,DENVER NUGGETS,SACRAMENTO KINGS,-6,-5.8,-4.6,0
2008,MIAMI HEAT,CLEVELAND CAVALIERS,8.2,8.8,4.5,1
2008,PHOENIX SUNS,LOS ANGELES LAKERS,2.3,2.3,-0.5,1
2008,SEATTLE SUPERSONICS,PORTLAND TRAIL BLAZERS,7.8,7.8,4.5,1
2008,MIAMI HEAT,PHILADELPHIA 76ERS,9,9.9,5.5,1
2008,INDIANA PACERS,ATLANTA HAWKS,-0.4,-0.6,1.3,1
2008,WASHINGTON WIZARDS,CHARLOTTE BOBCATS,-4.1,-4.2,-1.9,0
2008,NEW YORK KNICKS,ORLANDO MAGIC,12.1,12.4,8.9,1
2008,DETROIT PISTONS,NEW JERSEY NETS,-12.5,-13.7,-7.7,0
2008,NEW ORLEANS HORNETS,MEMPHIS GRIZZLIES,-11.5,-11.9,-7.5,0
2008,CHICAGO BULLS,SAN ANTONIO SPURS,7.9,8.4,5.3,1
2008,MILWAUKEE BUCKS,DENVER NUGGETS,10.6,10.6,7.7,1
2008,DALLAS MAVERICKS,UTAH JAZZ,2.4,2.4,2,1
2008,BOSTON CELTICS,SACRAMENTO KINGS,-12.6,-13.2,-9.8,0
2008,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,9,9.2,6.1,1
2008,CLEVELAND CAVALIERS,DALLAS MAVERICKS,4.9,5.4,4.6,0
2008,PHOENIX SUNS,LOS ANGELES CLIPPERS,-12.3,-12.5,-9.5,0
2008,BOSTON CELTICS,SEATTLE SUPERSONICS,-19.1,-19.4,-13.1,0
2008,NEW ORLEANS HORNETS,CHARLOTTE BOBCATS,-9.7,-10.1,-5.7,0
2008,ORLANDO MAGIC,MIAMI HEAT,-14.1,-15,-8.4,0
2008,WASHINGTON WIZARDS,NEW JERSEY NETS,-4.8,-5.1,-1.3,1
2008,INDIANA PACERS,DETROIT PISTONS,8.8,9.5,6.7,1
2008,HOUSTON ROCKETS,MEMPHIS GRIZZLIES,-10.9,-11.1,-8.4,0
2008,MILWAUKEE BUCKS,CHICAGO BULLS,3.8,4.1,2.8,1
2008,TORONTO RAPTORS,SAN ANTONIO SPURS,1.9,2,1.4,0
2008,LOS ANGELES CLIPPERS,PHOENIX SUNS,12.3,12.5,9.5,1
2008,MINNESOTA TIMBERWOLVES,PORTLAND TRAIL BLAZERS,5.8,6.5,6,1
2008,PHILADELPHIA 76ERS,SACRAMENTO KINGS,-2.7,-2.9,-1.7,0
2008,DENVER NUGGETS,GOLDEN STATE WARRIORS,-1.5,-1.5,-3.3,0
2008,UTAH JAZZ,LOS ANGELES LAKERS,0.4,0.1,-0.5,1
2008,ATLANTA HAWKS,DALLAS MAVERICKS,6.3,6.6,3.8,1
2008,DETROIT PISTONS,INDIANA PACERS,-8.8,-9.5,-6.7,0
2008,CHARLOTTE BOBCATS,ORLANDO MAGIC,9.9,10.1,6,1
2008,MIAMI HEAT,WASHINGTON WIZARDS,8.3,9.1,4.3,1
2008,CLEVELAND CAVALIERS,NEW ORLEANS HORNETS,5.7,6.2,3.6,1
2008,TORONTO RAPTORS,HOUSTON ROCKETS,1.8,1.5,1.6,1
2008,NEW JERSEY NETS,MILWAUKEE BUCKS,-1.8,-1.8,-2.3,0
2008,BOSTON CELTICS,UTAH JAZZ,-3.4,-3.6,-2.5,0
2008,MINNESOTA TIMBERWOLVES,SEATTLE SUPERSONICS,-2,-1.3,1.5,1
2008,CHICAGO BULLS,NEW YORK KNICKS,-3.5,-3.7,-4,0
2008,PHILADELPHIA 76ERS,PORTLAND TRAIL BLAZERS,-1.4,-1.3,-0.5,1
2008,GOLDEN STATE WARRIORS,DENVER NUGGETS,1.5,1.5,3.3,0
2008,MEMPHIS GRIZZLIES,SAN ANTONIO SPURS,11,11.6,8.2,1
2008,PHOENIX SUNS,SACRAMENTO KINGS,-7.3,-7.4,-7.3,0
2008,BOSTON CELTICS,LOS ANGELES LAKERS,-3,-3.5,-3,0
2008,INDIANA PACERS,CHARLOTTE BOBCATS,-3,-3.3,-1.6,1
2008,ORLANDO MAGIC,CHICAGO BULLS,-8.6,-8.7,-4.9,0
2008,MILWAUKEE BUCKS,DETROIT PISTONS,14.3,15.5,10,1
2008,GOLDEN STATE WARRIORS,HOUSTON ROCKETS,2.5,2.9,3.9,0
2008,TORONTO RAPTORS,NEW ORLEANS HORNETS,2.4,2.3,0.7,0
2008,PORTLAND TRAIL BLAZERS,UTAH JAZZ,7.9,8,6.1,1
2008,MINNESOTA TIMBERWOLVES,LOS ANGELES CLIPPERS,-0.5,-0.2,2.6,1
2008,PHILADELPHIA 76ERS,SEATTLE SUPERSONICS,-9.2,-9.1,-5,0
2008,CHICAGO BULLS,CHARLOTTE BOBCATS,-1.3,-1.4,-1.1,0
2008,ATLANTA HAWKS,CLEVELAND CAVALIERS,1.4,1.2,-0.8,1
2008,MEMPHIS GRIZZLIES,INDIANA PACERS,4.8,5.1,3.4,0
2008,NEW JERSEY NETS,ORLANDO MAGIC,10.6,11,5.4,0
2008,DETROIT PISTONS,WASHINGTON WIZARDS,-7.7,-8.6,-6.4,0
2008,HOUSTON ROCKETS,BOSTON CELTICS,5.6,6,4.6,1
2008,MILWAUKEE BUCKS,MIAMI HEAT,-1.7,-2.2,-0.7,0
2008,SACRAMENTO KINGS,NEW YORK KNICKS,-4.3,-4.4,-4.3,0
2008,PORTLAND TRAIL BLAZERS,MINNESOTA TIMBERWOLVES,-5.8,-6.5,-6,0
2008,GOLDEN STATE WARRIORS,DALLAS MAVERICKS,2.3,2.9,4,1
2008,PHILADELPHIA 76ERS,UTAH JAZZ,6.5,6.7,5.6,1
2008,NEW ORLEANS HORNETS,LOS ANGELES CLIPPERS,-12.6,-13.1,-6.5,0
2008,PORTLAND TRAIL BLAZERS,CHICAGO BULLS,-2.1,-2.3,-1.5,0
2008,SAN ANTONIO SPURS,DENVER NUGGETS,-1.1,-1.9,-0.4,1
2008,SEATTLE SUPERSONICS,PHOENIX SUNS,13.8,13.6,10.6,1
2008,ATLANTA HAWKS,INDIANA PACERS,0.4,0.6,-1.3,1
2008,HOUSTON ROCKETS,ORLANDO MAGIC,0.8,0.8,-0.6,0
2008,DETROIT PISTONS,TORONTO RAPTORS,-4.5,-5,-3.3,0
2008,MEMPHIS GRIZZLIES,BOSTON CELTICS,16.5,17.1,13,1
2008,SACRAMENTO KINGS,CLEVELAND CAVALIERS,1.9,1.8,0.7,1
2008,CHARLOTTE BOBCATS,NEW JERSEY NETS,-0.7,-0.9,0.6,1
2008,DENVER NUGGETS,MINNESOTA TIMBERWOLVES,-10.5,-10.7,-9.4,0
2008,WASHINGTON WIZARDS,MILWAUKEE BUCKS,-6.6,-6.9,-3.6,0
2008,NEW YORK KNICKS,SAN ANTONIO SPURS,11.4,12.1,9.3,1
2008,MIAMI HEAT,DALLAS MAVERICKS,13.1,14.2,9.1,1
2008,NEW ORLEANS HORNETS,GOLDEN STATE WARRIORS,-3.1,-3.7,-3,0
2008,PHILADELPHIA 76ERS,LOS ANGELES LAKERS,6.9,6.8,5.1,1
2008,NEW JERSEY NETS,ATLANTA HAWKS,3.3,3.6,2.3,0
2008,BOSTON CELTICS,DETROIT PISTONS,-2.9,-2.5,-2.9,0
2008,SACRAMENTO KINGS,CHICAGO BULLS,-0.8,-0.7,-0.3,1
2008,NEW YORK KNICKS,HOUSTON ROCKETS,11.3,11.6,9.5,1
2008,NEW ORLEANS HORNETS,PHOENIX SUNS,-0.3,-0.6,3,0
2008,UTAH JAZZ,PORTLAND TRAIL BLAZERS,-7.9,-8,-6.1,1
2008,CLEVELAND CAVALIERS,TORONTO RAPTORS,3.3,3.9,2.9,0
2008,SEATTLE SUPERSONICS,WASHINGTON WIZARDS,8.5,8.3,3.8,1
2008,SAN ANTONIO SPURS,LOS ANGELES CLIPPERS,-12.1,-12.8,-7.2,0
2008,DALLAS MAVERICKS,MINNESOTA TIMBERWOLVES,-11.3,-12.1,-10.1,0
2008,MIAMI HEAT,MEMPHIS GRIZZLIES,2.4,3.1,0.6,1
2008,MILWAUKEE BUCKS,CHARLOTTE BOBCATS,2.5,2.7,1.7,0
2008,PHILADELPHIA 76ERS,DENVER NUGGETS,3.3,2.9,2.9,1
2008,INDIANA PACERS,LOS ANGELES LAKERS,8.7,8.5,6.6,1
2008,DENVER NUGGETS,PHOENIX SUNS,1.3,1.6,2.7,1
2008,SAN ANTONIO SPURS,GOLDEN STATE WARRIORS,-2.6,-3.4,-3.7,1
2008,NEW JERSEY NETS,CHARLOTTE BOBCATS,0.7,0.9,-0.6,1
2008,SEATTLE SUPERSONICS,CLEVELAND CAVALIERS,8.4,8,4,1
2008,MILWAUKEE BUCKS,PHILADELPHIA 76ERS,7.3,7.7,4.8,0
2008,HOUSTON ROCKETS,WASHINGTON WIZARDS,-5,-5.1,-4.7,0
2008,LOS ANGELES LAKERS,MEMPHIS GRIZZLIES,-13.5,-13.6,-10,0
2008,MIAMI HEAT,MINNESOTA TIMBERWOLVES,1.8,2.1,-1,1
2008,NEW YORK KNICKS,CHICAGO BULLS,3.5,3.7,4,0
2008,INDIANA PACERS,UTAH JAZZ,8.3,8.4,7.1,1
2008,ORLANDO MAGIC,SACRAMENTO KINGS,-7.8,-8,-4.6,1
2008,CLEVELAND CAVALIERS,ATLANTA HAWKS,-1.4,-1.2,0.8,1
2008,PHILADELPHIA 76ERS,TORONTO RAPTORS,2.5,2.8,1.9,1
2008,CHARLOTTE BOBCATS,BOSTON CELTICS,14.7,15.3,11.2,0
2008,SEATTLE SUPERSONICS,NEW JERSEY NETS,3.7,3.2,2.5,1
2008,HOUSTON ROCKETS,NEW YORK KNICKS,-11.3,-11.6,-9.5,0
2008,MIAMI HEAT,MILWAUKEE BUCKS,1.7,2.2,0.7,1
2008,LOS ANGELES LAKERS,NEW ORLEANS HORNETS,-2,-1.7,-2.5,0
2008,DETROIT PISTONS,DALLAS MAVERICKS,-2.9,-3.5,-1.6,1
2008,INDIANA PACERS,PHOENIX SUNS,6.4,6.2,7.1,1
2008,GOLDEN STATE WARRIORS,PORTLAND TRAIL BLAZERS,-3.2,-2.7,-0.1,1
2008,ORLANDO MAGIC,LOS ANGELES CLIPPERS,-12.8,-13.1,-6.8,0
2008,DETROIT PISTONS,SAN ANTONIO SPURS,-2.6,-3,-1.9,0
2008,MEMPHIS GRIZZLIES,SACRAMENTO KINGS,3.9,3.9,3.2,1
2008,PHOENIX SUNS,UTAH JAZZ,1.9,2.2,0,1
2008,CHICAGO BULLS,PHILADELPHIA 76ERS,3.5,3.6,2,0
2008,WASHINGTON WIZARDS,ATLANTA HAWKS,-1.5,-1.5,1,0
2008,CHARLOTTE BOBCATS,CLEVELAND CAVALIERS,4,3.9,2.1,1
2008,BOSTON CELTICS,NEW JERSEY NETS,-15.4,-16.2,-10.6,0
2008,TORONTO RAPTORS,NEW YORK KNICKS,-9.5,-10.1,-7.9,0
2008,MIAMI HEAT,NEW ORLEANS HORNETS,13.9,15,8.1,1
2008,MINNESOTA TIMBERWOLVES,HOUSTON ROCKETS,11.5,12.1,10,1
2008,ORLANDO MAGIC,DENVER NUGGETS,-1.8,-2.2,0,1
2008,MEMPHIS GRIZZLIES,GOLDEN STATE WARRIORS,8.4,8.2,4.5,1
2008,MILWAUKEE BUCKS,LOS ANGELES LAKERS,14.2,14.5,9.9,1
2008,DALLAS MAVERICKS,SEATTLE SUPERSONICS,-13.3,-13.4,-8.6,0
2008,DETROIT PISTONS,CHARLOTTE BOBCATS,-11.8,-12.8,-8.3,0
2008,BOSTON CELTICS,WASHINGTON WIZARDS,-10.6,-11.1,-9.3,1
2008,MINNESOTA TIMBERWOLVES,SAN ANTONIO SPURS,11.6,12.6,9.8,1
2008,MILWAUKEE BUCKS,PHOENIX SUNS,11.9,12.2,10.4,1
2008,ORLANDO MAGIC,UTAH JAZZ,1.4,1.6,2.7,1
2008,INDIANA PACERS,SACRAMENTO KINGS,-0.9,-1.2,-0.2,0
2008,DALLAS MAVERICKS,LOS ANGELES CLIPPERS,-11.8,-12.3,-7.5,0
2008,PORTLAND TRAIL BLAZERS,TORONTO RAPTORS,3.9,4.1,2.4,1
2008,CHICAGO BULLS,ATLANTA HAWKS,1.3,1.3,1.8,1
2008,NEW ORLEANS HORNETS,HOUSTON ROCKETS,-0.6,-0.8,0.9,0
2008,DETROIT PISTONS,NEW YORK KNICKS,-14,-15.1,-11.2,1
2008,INDIANA PACERS,GOLDEN STATE WARRIORS,3.6,3.1,1.1,1
2008,MEMPHIS GRIZZLIES,LOS ANGELES LAKERS,13.5,13.6,10,1
2008,DENVER NUGGETS,CHARLOTTE BOBCATS,-8.1,-7.9,-6,1
2008,WASHINGTON WIZARDS,BOSTON CELTICS,10.6,11.1,9.3,0
2008,PORTLAND TRAIL BLAZERS,NEW JERSEY NETS,-4.1,-4.6,-2,0
2008,PHILADELPHIA 76ERS,SAN ANTONIO SPURS,4.4,4.8,3.3,1
2008,MILWAUKEE BUCKS,UTAH JAZZ,13.8,14.4,10.4,1
2008,DALLAS MAVERICKS,SACRAMENTO KINGS,-6.8,-7.2,-5.3,1
2008,LOS ANGELES LAKERS,SEATTLE SUPERSONICS,-16.1,-15.9,-10.1,0
2008,DENVER NUGGETS,ATLANTA HAWKS,-5.5,-5.2,-3.1,1
2008,CHICAGO BULLS,ORLANDO MAGIC,8.6,8.7,4.9,1
2008,TORONTO RAPTORS,DETROIT PISTONS,4.5,5,3.3,1
2008,WASHINGTON WIZARDS,NEW YORK KNICKS,-6.3,-6.5,-4.8,1
2008,CLEVELAND CAVALIERS,MEMPHIS GRIZZLIES,-5.8,-5.7,-3.9,0
2008,GOLDEN STATE WARRIORS,MINNESOTA TIMBERWOLVES,-9,-9.2,-6.1,0
2008,PHILADELPHIA 76ERS,HOUSTON ROCKETS,4.3,4.3,3.5,0
2008,PHOENIX SUNS,LOS ANGELES CLIPPERS,-12.3,-12.5,-9.5,1
2008,ORLANDO MAGIC,CHARLOTTE BOBCATS,-9.9,-10.1,-6,1
2008,GOLDEN STATE WARRIORS,INDIANA PACERS,-3.6,-3.1,-1.1,1
2008,CHICAGO BULLS,MIAMI HEAT,-5.5,-6.3,-3.5,0
2008,SACRAMENTO KINGS,TORONTO RAPTORS,5.2,5.7,3.6,1
2008,PORTLAND TRAIL BLAZERS,BOSTON CELTICS,11.3,11.6,8.6,1
2008,NEW YORK KNICKS,NEW JERSEY NETS,1.5,1.4,3.5,0
2008,ATLANTA HAWKS,MILWAUKEE BUCKS,-5.1,-5.4,-4.6,1
2008,SEATTLE SUPERSONICS,NEW ORLEANS HORNETS,14.1,14.2,7.6,1
2008,CLEVELAND CAVALIERS,SAN ANTONIO SPURS,5.2,5.9,4.3,0
2008,UTAH JAZZ,DENVER NUGGETS,-3.2,-3.8,-2.7,1
2008,PHOENIX SUNS,LOS ANGELES LAKERS,2.3,2.3,-0.5,0
2008,PORTLAND TRAIL BLAZERS,MIAMI HEAT,-7.6,-8.6,-5,0
2008,ATLANTA HAWKS,TORONTO RAPTORS,4.7,5.1,2.1,1
2008,NEW YORK KNICKS,WASHINGTON WIZARDS,6.3,6.5,4.8,1
2008,PHILADELPHIA 76ERS,BOSTON CELTICS,9.9,10.3,8.1,1
2008,SACRAMENTO KINGS,DETROIT PISTONS,9.7,10.7,6.9,0
2008,SEATTLE SUPERSONICS,MEMPHIS GRIZZLIES,2.6,2.3,0.1,1
2008,CHARLOTTE BOBCATS,NEW ORLEANS HORNETS,9.7,10.1,5.7,1
2008,MINNESOTA TIMBERWOLVES,PHOENIX SUNS,11.8,12.3,12.1,1
2008,LOS ANGELES CLIPPERS,UTAH JAZZ,14.2,14.7,9.5,1
2008,GOLDEN STATE WARRIORS,CHICAGO BULLS,-5.3,-5,-1.6,0
2008,MEMPHIS GRIZZLIES,CHARLOTTE BOBCATS,1.8,1.8,1.8,1
2008,SACRAMENTO KINGS,INDIANA PACERS,0.9,1.2,0.2,0
2008,PORTLAND TRAIL BLAZERS,ORLANDO MAGIC,6.5,6.4,3.4,1
2008,TORONTO RAPTORS,PHILADELPHIA 76ERS,-2.5,-2.8,-1.9,1
2008,NEW YORK KNICKS,MIAMI HEAT,-2,-2.6,0.5,0
2008,DETROIT PISTONS,CHICAGO BULLS,-10.5,-11.4,-7.2,1
2008,SAN ANTONIO SPURS,HOUSTON ROCKETS,-0.1,-0.5,0.2,1
2008,GOLDEN STATE WARRIORS,MILWAUKEE BUCKS,-9.1,-9.1,-4.4,0
2008,SEATTLE SUPERSONICS,DALLAS MAVERICKS,13.3,13.4,8.6,1
2008,MINNESOTA TIMBERWOLVES,DENVER NUGGETS,10.5,10.7,9.4,1
2008,NEW JERSEY NETS,LOS ANGELES CLIPPERS,-2.2,-2.1,-1.4,1
2008,NEW JERSEY NETS,PHOENIX SUNS,10.1,10.4,8.1,1
2008,SAN ANTONIO SPURS,CHARLOTTE BOBCATS,-9.2,-9.8,-6.4,0
2008,BOSTON CELTICS,NEW YORK KNICKS,-16.9,-17.6,-14.1,0
2008,DALLAS MAVERICKS,WASHINGTON WIZARDS,-4.8,-5.1,-4.8,1
2008,PORTLAND TRAIL BLAZERS,ATLANTA HAWKS,-0.8,-1,0.3,0
2008,INDIANA PACERS,PHILADELPHIA 76ERS,1.8,1.7,1.5,0
2008,SEATTLE SUPERSONICS,HOUSTON ROCKETS,13.5,13.4,8.5,1
2008,UTAH JAZZ,LOS ANGELES CLIPPERS,-14.2,-14.7,-9.5,0
2008,MILWAUKEE BUCKS,NEW ORLEANS HORNETS,12.2,12.8,7.4,1
2008,MINNESOTA TIMBERWOLVES,GOLDEN STATE WARRIORS,9,9.2,6.1,0
2008,CHICAGO BULLS,MEMPHIS GRIZZLIES,-3.1,-3.2,-2.9,1
2008,DETROIT PISTONS,ORLANDO MAGIC,-1.9,-2.7,-2.3,1
2008,CLEVELAND CAVALIERS,MIAMI HEAT,-8.2,-8.8,-4.5,0
2008,DENVER NUGGETS,LOS ANGELES LAKERS,3.6,3.9,2.2,1
2008,PHOENIX SUNS,MILWAUKEE BUCKS,-11.9,-12.2,-10.4,0
2008,NEW JERSEY NETS,SACRAMENTO KINGS,2.8,3,0.8,1
2008,DALLAS MAVERICKS,CHARLOTTE BOBCATS,-8.9,-9.3,-6.7,0
2008,WASHINGTON WIZARDS,CLEVELAND CAVALIERS,-0.1,-0.3,0.2,1
2008,DETROIT PISTONS,PHILADELPHIA 76ERS,-7,-7.8,-5.2,0
2008,TORONTO RAPTORS,BOSTON CELTICS,7.4,7.5,6.2,0
2008,ORLANDO MAGIC,MEMPHIS GRIZZLIES,-11.7,-11.9,-7.8,0
2008,PHOENIX SUNS,MINNESOTA TIMBERWOLVES,-11.8,-12.3,-12.1,1
2008,PORTLAND TRAIL BLAZERS,NEW ORLEANS HORNETS,6.3,6.4,3.1,1
2008,INDIANA PACERS,CHICAGO BULLS,-1.7,-1.9,-0.5,1
2008,ATLANTA HAWKS,DENVER NUGGETS,5.5,5.2,3.1,1
2008,LOS ANGELES LAKERS,SAN ANTONIO SPURS,-2.5,-2,-1.8,1
2008,HOUSTON ROCKETS,SEATTLE SUPERSONICS,-13.5,-13.4,-8.5,0
2008,SACRAMENTO KINGS,LOS ANGELES CLIPPERS,-5,-5.1,-2.2,1
2008,SAN ANTONIO SPURS,MIAMI HEAT,-13.4,-14.7,-8.8,0
2008,INDIANA PACERS,MILWAUKEE BUCKS,-5.5,-6,-3.3,1
2008,NEW JERSEY NETS,GOLDEN STATE WARRIORS,7.3,7.3,2.1,1
2008,PHOENIX SUNS,CLEVELAND CAVALIERS,-5.4,-5.6,-6.6,0
